trajectory_id,scene,case,source_path,source_relative_path,visual_relative_path,full_instruction,num_frames,num_steps,boundary_start_ok,boundary_contiguous,positive_intervals,terminal_match,step_text_count_match,hdf5_readable,state_action_length_match,state_time_monotonic,robot_qpos_prefix_verified,annotation_valid,invalid_reason,source_sha256,state_width,state_dtype,action_dim,action_dtype
coffee_table/case587,coffee_table,case587,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case587/demo.hdf5,RoboCerebra_trainset/coffee_table/case587/demo.hdf5,RoboCerebra_trainset/coffee_table/case587/case587.mp4,"Organize food items (butter, orange juice, ketchup) and tableware (plate, akita black bowl) by moving them from the coffee table to designated regions of a wooden cabinet and combining them using pouring actions.",3823,12,True,True,True,True,True,True,True,True,True,True,,ae67a6d6cf1cf99369ed0e5030e8ca61b6c107130635f10cfd345b1f09fe5f14,103,float64,7,float64
coffee_table/case588,coffee_table,case588,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case588/demo.hdf5,RoboCerebra_trainset/coffee_table/case588/demo.hdf5,RoboCerebra_trainset/coffee_table/case588/case588.mp4,"Rearrange items on the coffee_table by storing cookies in the white_storage_box, placing the red_coffee_mug on the microwave, and returning an emptied wine_bottle back to the coffee_table.",3691,9,True,True,True,True,True,True,True,True,True,True,,04a4a3fed385d7aff8b3690201ab4fc888bfd56f5cf6b5b3e526c790e1da47d7,79,float64,7,float64
coffee_table/case589,coffee_table,case589,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case589/demo.hdf5,RoboCerebra_trainset/coffee_table/case589/demo.hdf5,RoboCerebra_trainset/coffee_table/case589/case589.mp4,"Prepare coffee using a moka pot and a red coffee mug on a flat stove, then store popcorn in a white bowl inside a wooden cabinet.",2708,11,True,True,True,True,True,True,True,True,True,True,,7b8b7c024655b0d26f357c649adec72ee38f14249645b5bddf46866e07fc2f7b,92,float64,7,float64
coffee_table/case590,coffee_table,case590,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case590/demo.hdf5,RoboCerebra_trainset/coffee_table/case590/demo.hdf5,RoboCerebra_trainset/coffee_table/case590/case590.mp4,"Assemble a meal setup by retrieving a white bowl from a wooden cabinet, placing it on a coffee table, adding butter to the bowl, pouring wine into a porcelain mug, and organizing a frypan on a rack.",3082,10,True,True,True,True,True,True,True,True,True,True,,ea5686f90064a9241ea6bb7a09b75c177cd99bc919bea276c5c036e388198550,116,float64,7,float64
coffee_table/case591,coffee_table,case591,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case591/demo.hdf5,RoboCerebra_trainset/coffee_table/case591/demo.hdf5,RoboCerebra_trainset/coffee_table/case591/case591.mp4,"Arrange and store items by placing the red_coffee_mug into the white_cabinet, organizing the macaroni_and_cheese on a plate from the coffee_table, and managing the bowl_drainer.",1368,3,True,True,True,True,True,True,True,True,True,True,,b2e7a5aeed4e483b240805a0e1276026117e25fa24e1dc79c429dae7c1207a80,77,float64,7,float64
coffee_table/case592,coffee_table,case592,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case592/demo.hdf5,RoboCerebra_trainset/coffee_table/case592/demo.hdf5,RoboCerebra_trainset/coffee_table/case592/case592.mp4,"The task prepares a mixed dessert snack by combining cookies and cream cheese in an akita_black_bowl retrieved from a white_cabinet, placing the bowl on a coffee_table, and heating the mixture in a microwave.",3222,11,True,True,True,True,True,True,True,True,True,True,,0d401f418a1e10b94a75db3b4ab4adf74cbafbd2b4cc99ad0e2396a2c943fea6,79,float64,7,float64
coffee_table/case593,coffee_table,case593,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case593/demo.hdf5,RoboCerebra_trainset/coffee_table/case593/demo.hdf5,RoboCerebra_trainset/coffee_table/case593/case593.mp4,"The task involves setting up a dining scene by moving tableware and food items: placing a plate on a wooden tray, serving macaroni and cheese onto the plate, pouring wine from a bottle into a mug, and organizing objects like the wine bottle and moka pot.",3688,9,True,True,True,True,True,True,True,True,True,True,,a2c262ce6d85f68ccf86dabdc4da9fac2576239a9f6cf3ca1d6f30677e7ba571,123,float64,7,float64
coffee_table/case594,coffee_table,case594,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case594/demo.hdf5,RoboCerebra_trainset/coffee_table/case594/demo.hdf5,RoboCerebra_trainset/coffee_table/case594/case594.mp4,"The task involves creatively preparing a sauced plate by sequentially retrieving cream cheese from the wooden cabinet, tomato sauce, new salad dressing, and wine from the coffee table, and pouring them onto a plate to combine the ingredients.",2908,11,True,True,True,True,True,True,True,True,True,True,,c18f7d9185bc3b8d86c32867d951d78448178ac0a3f5ae3261de8d0f6d1da691,103,float64,7,float64
coffee_table/case595,coffee_table,case595,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case595/demo.hdf5,RoboCerebra_trainset/coffee_table/case595/demo.hdf5,RoboCerebra_trainset/coffee_table/case595/case595.mp4,"The task involves preparing a meal using macaroni_and_cheese cooked in a chefmate_8_frypan on a flat_stove, storing cookies in a white_storage_box as a snack, and serving wine from a wine_bottle into a porcelain_mug for drinking, while utilizing a coffee_table for object retrieval and placement throughout the process.",3556,11,True,True,True,True,True,True,True,True,True,True,,88af64269f05e6ed9faee0cb9abc75aa75cc3af250b45ac309d035c7f46c26d3,99,float64,7,float64
coffee_table/case596,coffee_table,case596,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case596/demo.hdf5,RoboCerebra_trainset/coffee_table/case596/demo.hdf5,RoboCerebra_trainset/coffee_table/case596/case596.mp4,"Assemble a snack dish by combining cookies and cream cheese in a white bowl, then placing the bowl onto a wooden tray set aside on the coffee table.",1747,8,True,True,True,True,True,True,True,True,True,True,,4afb700004beafbe71a118a0e38f844cd2fd2a9ef22df0ccbf2d29d4826e7f99,84,float64,7,float64
coffee_table/case597,coffee_table,case597,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case597/demo.hdf5,RoboCerebra_trainset/coffee_table/case597/demo.hdf5,RoboCerebra_trainset/coffee_table/case597/case597.mp4,"Prepare a snack by retrieving milk from the short_fridge, pouring it into a red_coffee_mug on the coffee_table, and placing cookies on a plate.",2144,8,True,True,True,True,True,True,True,True,True,True,,5bc2779b176ad982ee5f06bb8608582644c26abe113704fb00a656c7dac4fd68,86,float64,7,float64
coffee_table/case598,coffee_table,case598,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case598/demo.hdf5,RoboCerebra_trainset/coffee_table/case598/demo.hdf5,RoboCerebra_trainset/coffee_table/case598/case598.mp4,The task involves assembling a dual serving setup for salad dressing in a white bowl and a beverage in a porcelain mug on a wooden tray using items from the coffee table.,3371,9,True,True,True,True,True,True,True,True,True,True,,e46e599d55e687e6c5f497cc9defe41c1d92f4739fe767f3d1cf6bd64ee31f10,97,float64,7,float64
coffee_table/case599,coffee_table,case599,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case599/demo.hdf5,RoboCerebra_trainset/coffee_table/case599/demo.hdf5,RoboCerebra_trainset/coffee_table/case599/case599.mp4,"The task involves organizing items by transferring popcorn into a wooden cabinet, repositioning a glazed-rim porcelain ramekin and porcelain mug on a table, and pouring wine from a bottle into the ramekin.",2877,7,True,True,True,True,True,True,True,True,True,True,,18caa9fea4ead6cdcb8100bbbe183228c395b7bb9742fc304de3ad9288a91667,90,float64,7,float64
coffee_table/case600,coffee_table,case600,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case600/demo.hdf5,RoboCerebra_trainset/coffee_table/case600/demo.hdf5,RoboCerebra_trainset/coffee_table/case600/case600.mp4,"The task involves organizing items by transferring popcorn into a wooden cabinet, repositioning a glazed-rim porcelain ramekin and porcelain mug on a table, and pouring wine from a bottle into the ramekin.",1497,7,True,True,True,True,True,True,True,True,True,True,,3348f69c1f71f31faed2ec4397530670e438b320e836c8da1f0f776af09f8def,90,float64,7,float64
coffee_table/case601,coffee_table,case601,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case601/demo.hdf5,RoboCerebra_trainset/coffee_table/case601/demo.hdf5,RoboCerebra_trainset/coffee_table/case601/case601.mp4,"Prepare cooking ingredients by retrieving a white bowl and akita black bowl from the coffee table, placing them on a table, adding cream cheese to the white bowl and butter to the black bowl, and turning on the flat stove.",1060,5,True,True,True,True,True,True,True,True,True,True,,ba0505ea6e4fb22d8732e87ad88620fccf734e13021fa69d53bb12f8dd779c37,94,float64,7,float64
coffee_table/case602,coffee_table,case602,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case602/demo.hdf5,RoboCerebra_trainset/coffee_table/case602/demo.hdf5,RoboCerebra_trainset/coffee_table/case602/case602.mp4,The task involves organizing a chocolate pudding and red coffee mug into the white cabinet while pouring wine from a wine bottle into a white bowl for mixing a beverage.,3176,8,True,True,True,True,True,True,True,True,True,True,,f1601fb8b645d8a6e276cc532e602f6490876136fc4f26683550a9ed1a4cc954,90,float64,7,float64
coffee_table/case603,coffee_table,case603,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case603/demo.hdf5,RoboCerebra_trainset/coffee_table/case603/demo.hdf5,RoboCerebra_trainset/coffee_table/case603/case603.mp4,"Create a dining setup by retrieving a white bowl from the white storage box, a porcelain mug, wine bottle, and macaroni and cheese from the coffee table, then arranging them with wine poured into the mug and macaroni and cheese placed in the bowl on a table.",2094,7,True,True,True,True,True,True,True,True,True,True,,6658117168ab8dabd461561a2ce3d9331cf35b6571b6a7d9147f8fded7903200,84,float64,7,float64
coffee_table/case604,coffee_table,case604,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case604/demo.hdf5,RoboCerebra_trainset/coffee_table/case604/demo.hdf5,RoboCerebra_trainset/coffee_table/case604/case604.mp4,Prepare a popcorn snack by microwaving it and serve chocolate pudding in a white bowl placed on the table.,1924,5,True,True,True,True,True,True,True,True,True,True,,367e02edac9ef7f250c463eca9be20dce18b34b13cb8d96ce59c1672b96166ac,73,float64,7,float64
coffee_table/case605,coffee_table,case605,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case605/demo.hdf5,RoboCerebra_trainset/coffee_table/case605/demo.hdf5,RoboCerebra_trainset/coffee_table/case605/case605.mp4,"Prepare a mixed sauce blend by combining milk, salad dressing, and BBQ sauce in the akita_black_bowl, then transfer it into the red_coffee_mug and serve it on the coffee_table.",3864,12,True,True,True,True,True,True,True,True,True,True,,e5c456d0fbc08c426989f0a1835153cc7592347e04724ce961305d2686e67f76,97,float64,7,float64
coffee_table/case606,coffee_table,case606,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case606/demo.hdf5,RoboCerebra_trainset/coffee_table/case606/demo.hdf5,RoboCerebra_trainset/coffee_table/case606/case606.mp4,"Organize various items, including a white storage box, cookies, a white-yellow mug, a wine bottle, a chefmate frypan, and a moka pot, by moving and positioning them on a coffee table or within the storage box to create a creative setup.",3378,9,True,True,True,True,True,True,True,True,True,True,,58b318b0579846b175b726b2533c98848253b40640c8b309f1e7b56f36caaac4,97,float64,7,float64
coffee_table/case607,coffee_table,case607,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case607/demo.hdf5,RoboCerebra_trainset/coffee_table/case607/demo.hdf5,RoboCerebra_trainset/coffee_table/case607/case607.mp4,"Organize various kitchen items such as a bowl drainer, macaroni and cheese, and a frying pan on the table while preparing a beverage by pouring orange juice into a red coffee mug.",2618,6,True,True,True,True,True,True,True,True,True,True,,fb32a72d205d7de4c7a883b69a29a950cf67c39770dfcc8a95fd744a0154a0e8,92,float64,7,float64
coffee_table/case608,coffee_table,case608,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case608/demo.hdf5,RoboCerebra_trainset/coffee_table/case608/demo.hdf5,RoboCerebra_trainset/coffee_table/case608/case608.mp4,"The task involves assembling a quick snack setup by transferring and combining items, including a chefmate_8_frypan, macaroni_and_cheese, and tomato_sauce, between the wooden_cabinet, coffee_table, and wooden_two_layer_shelf.",4477,8,True,True,True,True,True,True,True,True,True,True,,6e0e0061ff4e30150bb020786db45d56ee65e7d667ffe67997ac842f63b328ca,77,float64,7,float64
coffee_table/case609,coffee_table,case609,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case609/demo.hdf5,RoboCerebra_trainset/coffee_table/case609/demo.hdf5,RoboCerebra_trainset/coffee_table/case609/case609.mp4,"The task involves preparing a mixed dish in the white_bowl by retrieving cream_cheese from the short_cabinet, new_salad_dressing from the coffee_table, and milk from the coffee_table, and combining them in the white_bowl.",2894,8,True,True,True,True,True,True,True,True,True,True,,204bec1bb7777ffe2b87deb4cdce9f20eb95767bdc06362dfc875ba2fafc06bb,90,float64,7,float64
coffee_table/case610,coffee_table,case610,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case610/demo.hdf5,RoboCerebra_trainset/coffee_table/case610/demo.hdf5,RoboCerebra_trainset/coffee_table/case610/case610.mp4,"Organize items by placing chocolate_pudding into the wooden_cabinet middle_region, butter into the wooden_cabinet top_region, and white_bowl into the basket contain_region for storage.",1815,7,True,True,True,True,True,True,True,True,True,True,,5df8c1a0e8851cf516fe85bec6ffcd15f60e0d61a44be8a53cd87a8a8d45091c,90,float64,7,float64
coffee_table/case611,coffee_table,case611,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case611/demo.hdf5,RoboCerebra_trainset/coffee_table/case611/demo.hdf5,RoboCerebra_trainset/coffee_table/case611/case611.mp4,"Rearrange items between the wooden_cabinet and coffee_table by transferring the wine_bottle to the coffee_table, swapping the red_coffee_mug and white_yellow_mug into the wooden_cabinet, pouring out the orange_juice, and returning its container to the coffee_table.",5272,12,True,True,True,True,True,True,True,True,True,True,,14f8d1383d0b62e4f00d6f2784a224553319df49844b462ba29b49978d79030e,90,float64,7,float64
coffee_table/case612,coffee_table,case612,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case612/demo.hdf5,RoboCerebra_trainset/coffee_table/case612/demo.hdf5,RoboCerebra_trainset/coffee_table/case612/case612.mp4,"Prepare a beverage setup by placing a white bowl with salad dressing and a porcelain mug with milk on the table, while organizing a wine bottle onto the top region of the wooden shelf.",2405,8,True,True,True,True,True,True,True,True,True,True,,b67dc02e18b2c0a1d5f616062c781ffdca40d0bd13c5b76119cf6d96ba577b10,103,float64,7,float64
coffee_table/case613,coffee_table,case613,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case613/demo.hdf5,RoboCerebra_trainset/coffee_table/case613/demo.hdf5,RoboCerebra_trainset/coffee_table/case613/case613.mp4,"Use a robotic arm to organize items from the coffee_table by storing cream_cheese in the short_cabinet, placing chocolate_pudding on a plate, preparing a beverage by pouring wine from a wine_bottle into a red_coffee_mug, and arranging the mug on the table.",2084,7,True,True,True,True,True,True,True,True,True,True,,257f9a9b3fd44ed8bd28baf61673051786b091a0d573bafc9ea78439c6028bee,103,float64,7,float64
coffee_table/case614,coffee_table,case614,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case614/demo.hdf5,RoboCerebra_trainset/coffee_table/case614/demo.hdf5,RoboCerebra_trainset/coffee_table/case614/case614.mp4,"Warm orange juice in a porcelain mug using a flat stove while preparing a cream cheese spread by mixing cream cheese and butter in a white bowl, both utilizing objects from the coffee table.",3779,14,True,True,True,True,True,True,True,True,True,True,,2da819b56ac8672118184a55e78c5921caeef2a29ad3b34ad9022d9be58d7ec3,99,float64,7,float64
coffee_table/case615,coffee_table,case615,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case615/demo.hdf5,RoboCerebra_trainset/coffee_table/case615/demo.hdf5,RoboCerebra_trainset/coffee_table/case615/case615.mp4,"The task involves assembling a snack by placing cookies and cream cheese on a wooden tray, then moving the tray to a short fridge and storing it inside.",4030,12,True,True,True,True,True,True,True,True,True,True,,44a88c5aa363b15d87bfaf2bb68331361d787d029ebf2b55443d70dd351b00c1,138,float64,7,float64
coffee_table/case616,coffee_table,case616,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case616/demo.hdf5,RoboCerebra_trainset/coffee_table/case616/demo.hdf5,RoboCerebra_trainset/coffee_table/case616/case616.mp4,"Prepare an akita_black_bowl containing macaroni_and_cheese, butter, and tomato_sauce from the coffee_table and white_cabinet for heating in the microwave.",3746,8,True,True,True,False,True,True,True,True,True,False,terminal_mismatch;frame_assignment_not_exact,29c364c50a6553347a1dd140187dbc9cdfcb24cbbd80ab9474f5dc79769b0a48,92,float64,7,float64
coffee_table/case617,coffee_table,case617,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case617/demo.hdf5,RoboCerebra_trainset/coffee_table/case617/demo.hdf5,RoboCerebra_trainset/coffee_table/case617/case617.mp4,"Prepare a snack by placing cream cheese and cookies onto a plate, and a beverage by pouring wine into a white-yellow mug, using items from the white cabinet and coffee table.",1960,6,True,True,True,True,True,True,True,True,True,True,,c7ea2f53d1e5b3fa2b5f7027795f7320aba69cfd7ef5baef11dd827b9c8119e9,103,float64,7,float64
coffee_table/case618,coffee_table,case618,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case618/demo.hdf5,RoboCerebra_trainset/coffee_table/case618/demo.hdf5,RoboCerebra_trainset/coffee_table/case618/case618.mp4,"Reorganize kitchen items by moving the plate from the coffee_table to the white_cabinet, placing the chefmate_8_frypan from the coffee_table into the microwave, and pouring wine from the wine_bottle onto the coffee_table before returning the bottle to the coffee_table.",3425,8,True,True,True,True,True,True,True,True,True,True,,9216edc7e6f0cb2b2e914c0cee43d6eb0c115124e8c51f08f90a0b9b41063674,79,float64,7,float64
coffee_table/case619,coffee_table,case619,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case619/demo.hdf5,RoboCerebra_trainset/coffee_table/case619/demo.hdf5,RoboCerebra_trainset/coffee_table/case619/case619.mp4,"Organize cream_cheese into the white_cabinet, prepare alphabet_soup on a plate, and activate the flat_stove while managing related kitchen storage.",1257,6,True,True,True,True,True,True,True,True,True,True,,e839ef8b68aaff09c750efe52bfd28a9f0175f942efcc24887bb717b50c91464,79,float64,7,float64
coffee_table/case620,coffee_table,case620,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case620/demo.hdf5,RoboCerebra_trainset/coffee_table/case620/demo.hdf5,RoboCerebra_trainset/coffee_table/case620/case620.mp4,Heat cookies in the microwave and serve orange juice in a red coffee mug.,2697,18,True,True,True,False,True,True,True,True,True,False,terminal_mismatch;frame_assignment_not_exact,b2856d93cde7a4fe6d9224714e700350ca29dffd18add0ec63fbd56cec525d45,73,float64,7,float64
coffee_table/case621,coffee_table,case621,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case621/demo.hdf5,RoboCerebra_trainset/coffee_table/case621/demo.hdf5,RoboCerebra_trainset/coffee_table/case621/case621.mp4,"Prepare a simple cooking setup by retrieving a chefmate_8_frypan from the white_cabinet to place on and activate the flat_stove, and organizing ingredients like cream_cheese in a glazed_rim_porcelain_ramekin, and wine_bottle on the counter.",1552,6,True,True,True,True,True,True,True,True,True,True,,6462d85c17b1e2ad2061868f362fae7c6aba5fff114f017b549ac29ffc16bc25,92,float64,7,float64
coffee_table/case622,coffee_table,case622,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case622/demo.hdf5,RoboCerebra_trainset/coffee_table/case622/demo.hdf5,RoboCerebra_trainset/coffee_table/case622/case622.mp4,Heat cookies in the microwave and serve orange juice in a red coffee mug.,,6,True,True,True,False,True,False,False,False,False,False,source_hdf5_missing;terminal_mismatch;frame_assignment_not_exact,,,,,
coffee_table/case623,coffee_table,case623,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case623/demo.hdf5,RoboCerebra_trainset/coffee_table/case623/demo.hdf5,RoboCerebra_trainset/coffee_table/case623/case623.mp4,"A robotic arm organizes kitchen items by picking them from the coffee table, performing specific operations like pouring sauce, and placing them in designated locations such as a rack, wooden tray, or basket using a gripper.",2327,9,True,True,True,True,True,True,True,True,True,True,,257b9580650f8f3428ae25b96518fc244f8d584101aea71cbbcb73ebab037cc3,136,float64,7,float64
coffee_table/case624,coffee_table,case624,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case624/demo.hdf5,RoboCerebra_trainset/coffee_table/case624/demo.hdf5,RoboCerebra_trainset/coffee_table/case624/case624.mp4,"The task involves using a robotic arm to organize kitchen items by moving them from the coffee table to designated storage or functional areas, such as placing butter in a white storage box, setting items like a ramekin and moka pot on a wooden tray, organizing food items like macaroni and cheese on the tray, positioning a mug inside the microwave, and pouring liquids like orange juice and wine onto the wooden tray.",4411,17,True,True,True,True,True,True,True,True,True,True,,45b96901c271e455cbf7aa003d70aad1f16e2970ec460ff6e663690c18d0a276,138,float64,7,float64
coffee_table/case625,coffee_table,case625,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case625/demo.hdf5,RoboCerebra_trainset/coffee_table/case625/demo.hdf5,RoboCerebra_trainset/coffee_table/case625/case625.mp4,"Assemble a snack display by arranging cookies and a porcelain mug filled with wine on a plate, sourced from a white cabinet and a coffee table.",2523,9,True,True,True,True,True,True,True,True,True,True,,3a0a0f0683d03ebf23d232cd537c51cc55be0f21f14a3f8732f31cf0453d3fe6,90,float64,7,float64
coffee_table/case626,coffee_table,case626,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case626/demo.hdf5,RoboCerebra_trainset/coffee_table/case626/demo.hdf5,RoboCerebra_trainset/coffee_table/case626/case626.mp4,"The task involves a robotic arm sequentially interacting with various objects, including a wooden cabinet, coffee table, akita black bowl, red coffee mug, bowl drainer, rack, and white storage box, to move, grasp, align, release, and place these objects for arranging and organizing them in specific regions.",2507,7,True,False,False,True,True,True,True,True,True,False,nonpositive_interval;gap_or_overlap;frame_assignment_not_exact,58a3843967f3ae804a43792e24d1453219240784e7164f9295a682815ec40e4b,79,float64,7,float64
coffee_table/case627,coffee_table,case627,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case627/demo.hdf5,RoboCerebra_trainset/coffee_table/case627/demo.hdf5,RoboCerebra_trainset/coffee_table/case627/case627.mp4,"Prepare a mixed soup by combining macaroni_and_cheese, tomato_sauce, and alphabet_soup into the akita_black_bowl.",3354,11,True,True,True,True,True,True,True,True,True,True,,6772c3d11517d61d440015b2f8aeac5d228c4a0ff9b5ba1e480f05ad9fdf17bb,90,float64,7,float64
coffee_table/case628,coffee_table,case628,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case628/demo.hdf5,RoboCerebra_trainset/coffee_table/case628/demo.hdf5,RoboCerebra_trainset/coffee_table/case628/case628.mp4,"The task involves organizing serving elements by moving the white_bowl from the coffee_table to the short_cabinet, rearranging and using the plate, wine_bottle, and tomato_sauce on the coffee_table for serving preparation purposes.",2441,8,True,True,True,True,True,True,True,True,True,True,,174324e669754e9881ce6df0cd56578d19d38dc865681ba68aef2a6b2f48776e,90,float64,7,float64
coffee_table/case629,coffee_table,case629,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case629/demo.hdf5,RoboCerebra_trainset/coffee_table/case629/demo.hdf5,RoboCerebra_trainset/coffee_table/case629/case629.mp4,"Warm up cookies using a microwave, then serve them on a plate with chocolate pudding for presentation.",2604,7,True,True,True,True,True,True,True,True,True,True,,d7fce0c824cb9d694a1fc7ba71dbcaeda84540a36a86376b50dd51e044c7b3ff,73,float64,7,float64
coffee_table/case630,coffee_table,case630,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case630/demo.hdf5,RoboCerebra_trainset/coffee_table/case630/demo.hdf5,RoboCerebra_trainset/coffee_table/case630/case630.mp4,"The task involves using a white bowl, chefmate_8_frypan, wooden_cabinet, popcorn, orange_juice, bbq_sauce, coffee_table, and flat_stove to prepare a savory snack mix by combining ingredients in the frypan and heating it on the stove.",5186,14,True,True,True,True,True,True,True,True,True,True,,ffb1f7e2ea4f22d9e607391bbf0e7a440c6090ead1958d40f56a2d0f5ccc49b8,105,float64,7,float64
coffee_table/case631,coffee_table,case631,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case631/demo.hdf5,RoboCerebra_trainset/coffee_table/case631/demo.hdf5,RoboCerebra_trainset/coffee_table/case631/case631.mp4,"Organize and display various kitchen items—BBQ sauce, alphabet soup, cream cheese, glazed rim porcelain ramekin, white yellow mug, and wine bottle—by placing them in designated storage regions including the short cabinet, wooden tray, bowl drainer, and rack, to ensure efficient arrangement.",3669,13,True,True,True,True,True,True,True,True,True,True,,4326a80396ab946c99c1425dabf4fbd56346656cfab231ef56423b875b13b5dc,142,float64,7,float64
coffee_table/case632,coffee_table,case632,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case632/demo.hdf5,RoboCerebra_trainset/coffee_table/case632/demo.hdf5,RoboCerebra_trainset/coffee_table/case632/case632.mp4,"Organize a mini snack and beverage setup by transferring cookies from the coffee table to a white bowl, pouring wine from a wine bottle, and preparing a red coffee mug for heating on a flat stove in the cooking region.",2962,9,False,True,False,True,True,True,True,True,True,False,first_start_not_zero;nonpositive_interval;frame_assignment_not_exact,cfab4fcacd8609b870d60a2fbac481e003ba5f718fc66dafea507eeb6ca93dce,88,float64,7,float64
coffee_table/case633,coffee_table,case633,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case633/demo.hdf5,RoboCerebra_trainset/coffee_table/case633/demo.hdf5,RoboCerebra_trainset/coffee_table/case633/case633.mp4,"Reorganize kitchen items by relocating the white_bowl to the short_cabinet middle_region, the porcelain_mug to the wooden_tray contain_region, and the chefmate_8_frypan to the rack, while disposing of tomato_sauce from the coffee_table for efficient use of space.",2365,7,True,True,True,True,True,True,True,True,True,True,,e0d5a81eb8fb77cc91cfcc653479ecdb691b52da518241d2997a2510f1b0a817,116,float64,7,float64
coffee_table/case634,coffee_table,case634,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case634/demo.hdf5,RoboCerebra_trainset/coffee_table/case634/demo.hdf5,RoboCerebra_trainset/coffee_table/case634/case634.mp4,"A robotic arm retrieves an orange juice container from the short fridge, pours its contents into a bowl, transfers popcorn to a wooden tray, pours wine into a ramekin, and places the emptied containers back on the coffee table.",2073,9,True,True,True,True,True,True,True,True,True,True,,63c5e730312650d092129415b188c732119ac3c99108548d21730bb0b71cd378,112,float64,7,float64
coffee_table/case635,coffee_table,case635,/ssd1/itaein/datasets/RoboCerebra/RoboCerebra_trainset/coffee_table/case635/demo.hdf5,RoboCerebra_trainset/coffee_table/case635/demo.hdf5,RoboCerebra_trainset/coffee_table/case635/case635.mp4,"Organize ingredients (butter, cookies) by moving them to storage spaces (wooden_cabinet, white_storage_box) and prepare a refreshing drink by pouring orange_juice from the coffee_table into a white_yellow_mug.",2004,6,True,True,True,True,True,True,True,True,True,True,,5f08952bd54f494a1fc3a546f176b68cbd0a7ebc22c767a4542ee1b712518ee1,90,float64,7,float64
